form,control,ctype,text,align,dock,anchor,match,port_hint,status,notes
ModPlayViewer,LbWeapon,?,"""Long Sword""",,,,none,,GAP?,
ModPlayViewer,SplitterLine3,?,,,System.Windows.Forms.DockStyle.Top,,none,,GAP?,
ModPlayViewer,LpPlayTimes,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
ModPlayViewer,LvPlayTimes,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
ModPlayViewer,ChCompleted,?,"""Completed""",,,,none,,GAP?,
ModPlayViewer,ChPlayTime,?,"""Time Played""",,,,none,,GAP?,
ModPlayViewer,ChUser,?,"""User""",,,,none,,GAP?,
ModPlayViewer,ToolStripSeparator1,ToolStripSeparator,,,,,none,,GAP?,
ModPlayViewer,ToolStripSeparator2,ToolStripSeparator,,,,,none,,GAP?,
ModPlayViewer,CmPlayed,ContextMenuStrip,,,,,none,,GAP?,
ModPlayViewer,ToolStripSeparator5,ToolStripSeparator,,,,,none,,GAP?,
ModPlayViewer,TtPlayed,LazWorks.Library.Controls.ToolTipPlus,,,,,none,,GAP?,
ModPlayViewer,ToolStripSeparator4,ToolStripSeparator,,,,,none,,GAP?,
ModPlayViewer,BgGetPlayedInfo,System.ComponentModel.BackgroundWorker,,,,,none,,GAP?,
ModPlayViewer,SepPlayedInfo,ToolStripSeparator,,,,,none,,GAP?,
ModPlayViewer,ToolStripSeparator6,ToolStripSeparator,,,,,none,,GAP?,
MsgPicture,PicFile,?,,,,,none,,GAP?,
MsgPicture,PnMain,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
MsgPicture,PnActions,?,,,System.Windows.Forms.DockStyle.Top,,none,,GAP?,
MsgPicture,PicClose,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
MsgPicture,BtOpen,?,"""Open with""",,,System.Windows.Forms.AnchorStyles.Left,none,,GAP?,
MsgPicture,PicFullscreen,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
MsgPicture,LpActions,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
MsgPicture,PnImage,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
MsgPicture,TtControl,LazWorks.Library.Controls.ToolTipPlus,,,,,none,,GAP?,
NIT,MsMenu,?,,,,,strong,vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsFile,?,"""&File""",,,,strong,vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsLoadProfile,?,"""&Load Profile""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsOpen,?,"""&Open""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsDownloadProject,?,"""Do&wnload Project""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsAddFiles,?,"""Add &Files to Mod""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsAddMods,?,"""&Add Mods from Files""",,,,strong,vaultkeeper/ui/controller.py | vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsUpdateDownloads,?,"""Move to &Downloads""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsMoveToFolder,?,"""&Move to Folder""",,,,strong,vaultkeeper/ui/menu_bar.py,Deferred,LazWorks FileView Navigator/CurrentFolder model not ported (structural divergence).
NIT,MsMoveToHistory,?,"""Move to &History""",,,,strong,vaultkeeper/ui/menu_bar.py,Deferred,LazWorks FileView Navigator/CurrentFolder model not ported (structural divergence).
NIT,MsMoveToDev,?,"""Move to Development""",,,,strong,vaultkeeper/ui/menu_bar.py,Deferred,LazWorks FileView Navigator/CurrentFolder model not ported (structural divergence).
NIT,MsNewFolder,?,"""&New Folder""",,,,strong,vaultkeeper/ui/menu_bar.py,Deferred,LazWorks FileView Navigator/CurrentFolder model not ported (structural divergence).
NIT,MsNewTextFile,?,"""New &Text File""",,,,strong,vaultkeeper/ui/menu_bar.py,Deferred,LazWorks FileView Navigator/CurrentFolder model not ported (structural divergence).
NIT,MsNewRtfFile,?,"""Ne&w RTF File""",,,,strong,vaultkeeper/ui/menu_bar.py,Deferred,LazWorks FileView Navigator/CurrentFolder model not ported (structural divergence).
NIT,MsBackupData,?,"""&Backup Data""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsRestoreData,?,"""&Restore Data""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsExportMods,?,"""&Export Mods""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,Deferred,"SharedNit/BackupManager network-share sync; low value single-machine, no NRBF writer."
NIT,MsImportMods,?,"""&Import Mods""",,,,strong,vaultkeeper/ui/menu_bar.py,Deferred,"SharedNit/BackupManager network-share sync; low value single-machine, no NRBF writer."
NIT,MsOpenSharedStore,?,"""Open Shared NIT Store""",,,,strong,vaultkeeper/ui/menu_bar.py,Deferred,"SharedNit/BackupManager network-share sync; low value single-machine, no NRBF writer."
NIT,MsConnect,?,"""Connect to Shared NIT Store""",,,,strong,vaultkeeper/ui/menu_bar.py,Divergence,Intentional cross-platform / config-isolation omission; left visible-but-disabled by design.
NIT,MsExtractPortraits,?,"""Extract Portrait Images""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsDisplayInfo,?,"""Display Additional Info""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsProperties,?,"""&Properties""",,,,strong,vaultkeeper/ui/dialogs/mod_properties.py | vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsRestart,?,"""Re&start""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsExit,?,"""E&xit""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsEdit,?,"""&Edit""",,,,strong,vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsRecentMods,?,"""Recent Mods""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsSelectAll,?,"""Select &All""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsCut,?,"""Cu&t""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsCopy,?,"""&Copy""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsCopyName,?,"""C&opy Name""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsPaste,?,"""&Paste""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsDelete,?,"""&Delete""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsRename,?,"""&Rename...""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsFind,?,"""&Find...""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsFindAndRename,?,"""Find and Rename &Mods...""",,,,strong,vaultkeeper/ui/menu_bar.py,Deferred,Needs an unported subsystem/editor; tracked in handoff.
NIT,MsGoToGroup,?,"""&Go to Group...""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsCancelGoTo,?,"""Cancel""",,,,none,,GAP?,
NIT,MsGroupNone,?,"""None""",,,,none,,GAP?,
NIT,MsConvertRestorer,?,"""Conv&ert Restorer to Mod""",,,,strong,vaultkeeper/ui/controller.py | vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsEditWebLink,?,"""Edit &Link to Mod's Web Page""",,,,strong,vaultkeeper/ui/controller.py | vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsCopyWebLink,?,"""Copy Mod's &Web Page Link""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsEditStartScreenPrefixes,?,"""Edit Start Screen Prefixes""",,,,strong,vaultkeeper/ui/menu_bar.py,Deferred,Needs an unported subsystem/editor; tracked in handoff.
NIT,MsView,?,"""&View""",,,,strong,vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsCollapseAllGroups,?,"""&Collapse All Groups""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsExpandAllGroups,?,"""&Expand All Groups""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsCharacterSummary,?,"""C&haracter Summary""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsModsPlayed,?,"""Mods So&rted by Date Completed""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsConflicts,?,"""&Mod File Conflicts""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsWorkshopViewer,?,"""&Steam Workshop Subscriptions""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsLogFile,?,"""NIT &Log File""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsDisplaySettings,?,"""NIT &User Config File""",,,,strong,vaultkeeper/ui/menu_bar.py,Divergence,Intentional cross-platform / config-isolation omission; left visible-but-disabled by design.
NIT,MsOpenRulesFile,?,"""&Download Rules File""",,,,strong,vaultkeeper/ui/menu_bar.py,Divergence,Intentional cross-platform / config-isolation omission; left visible-but-disabled by design.
NIT,MsNwnClientLogFile,?,"""&NWN Client Log File""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsNwnEngineLogFile,?,"""NWN Engine Log File""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsNWNIniFile,?,"""N&WN Ini File""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsNwnSettingsFile,?,"""NWN Settings &File""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsNWNPlayerIniFile,?,"""NWN &Player Ini File""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsNwnPatchIniFile,?,"""NWN P&atch Ini File""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsNwnToolsetIniFile,?,"""NWN &Toolset Ini File""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsNwnConfigIniFile,?,"""NWN C&onfig Ini File""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsViewClipboard,?,"""Clip&board""",,,,strong,vaultkeeper/ui/menu_bar.py,Divergence,Intentional cross-platform / config-isolation omission; left visible-but-disabled by design.
NIT,MsManage,?,"""&Manage""",,,,strong,vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsNewGroup,?,"""New &Group""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsMoveToGroup,?,"""&Move to Group...""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,msCancelMoveTo,?,"""Cancel""",,,,none,,GAP?,
NIT,msMoveToNone,?,"""None""",,,,none,,GAP?,
NIT,MsNewMod,?,"""&New Mod""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsCreateInstaller,?,"""&Create Installer""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsCreateMissingInstallers,?,"""Create Mi&ssing Installers""",,,,strong,vaultkeeper/ui/controller.py | vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsChangeInstaller,?,"""Chan&ge Installer Options""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsCreateRestorer,?,"""Create &Restorer""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsCreateOriginalRestorers,?,"""Crea&te Original Restorers""",,,,strong,vaultkeeper/ui/menu_bar.py,Deferred,Needs an unported subsystem/editor; tracked in handoff.
NIT,MsLoadscreens,?,"""N&WN's Start Screens""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsHakPatchEditor,?,"""&Hak Patch Priority""",,,,strong,vaultkeeper/ui/menu_bar.py,Deferred,Needs an unported subsystem/editor; tracked in handoff.
NIT,MsAliasSection,?,"""A&lias Section (nwn.ini)""",,,,strong,vaultkeeper/ui/menu_bar.py,Deferred,Needs an unported subsystem/editor; tracked in handoff.
NIT,MsPublishMod,?,"""&Publish Mod""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsAnneal,?,"""&Anneal""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsRemoveIllegalModFiles,?,"""Remove Illegal Mod &Files""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsRemoveErfs,?,"""Remove &ERF Files""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsRemoveLetoLogFiles,?,"""Remove Leto Log Files""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsSynchroniseMods,?,"""Synchronise Mo&ds""",,,,strong,vaultkeeper/ui/menu_bar.py,Deferred,"SharedNit/BackupManager network-share sync; low value single-machine, no NRBF writer."
NIT,MsCompact,?,"""C&ompress Mod Folder""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsInstall,?,"""&Install""",,,,strong,vaultkeeper/ui/controller.py | vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsUninstall,?,"""&Uninstall""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsTools,?,"""&Tools""",,,,strong,vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsModExplorer,?,"""Mod &Explorer""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsCharacterExplorer,?,"""C&haracter Explorer""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsDocOrganiser,?,"""Documentation &Organiser""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsGameSaves,?,"""Game &Saves Manager""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsBackupManager,?,"""&Backup and Export Manager""",,,,strong,vaultkeeper/ui/menu_bar.py,Deferred,"SharedNit/BackupManager network-share sync; low value single-machine, no NRBF writer."
NIT,MsInstallationManager,?,"""Installation &Manager""",,,,strong,vaultkeeper/ui/menu_bar.py,Deferred,Needs an unported subsystem/editor; tracked in handoff.
NIT,MsInstallationAnalyser,?,"""Installation &Analyser""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsWizardBuilder,?,"""Installer Wi&zard Builder""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsDependencyManager,?,"""Dependenc&y Manager""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsPortraitManager,?,"""Por&trait Manager""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsUpdateEeFiles,?,"""&Update Enhanced Edition Files""",,,,strong,vaultkeeper/ui/menu_bar.py,Divergence,Intentional cross-platform / config-isolation omission; left visible-but-disabled by design.
NIT,MsRefreshWorkshopFiles,?,"""Refresh Steam &Workshop Files""",,,,strong,vaultkeeper/ui/menu_bar.py,Deferred,Needs an unported subsystem/editor; tracked in handoff.
NIT,MsValidateMovieFiles,?,"""Validate Movie &Files""",,,,strong,vaultkeeper/ui/controller.py | vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsValidateProfileData,?,"""&Validate Profile Data""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsValidateMods,?,"""Validate &Mods""",,,,strong,vaultkeeper/ui/controller.py | vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsValidateInstalledData,?,"""Validate Installed &Data""",,,,strong,vaultkeeper/ui/menu_bar.py,Deferred,Needs an unported subsystem/editor; tracked in handoff.
NIT,MsValidate,?,"""Validate &Neverwinter Nights""",,,,strong,vaultkeeper/ui/menu_bar.py,Deferred,Needs an unported subsystem/editor; tracked in handoff.
NIT,MsRecoverGroups,?,"""Recover &Groups""",,,,strong,vaultkeeper/ui/controller.py | vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsRecoverModProperties,?,"""Recover Mod &Properties""",,,,strong,vaultkeeper/ui/controller.py | vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsRepairCrcs,?,"""&Calculate CRCs""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsRebuildDatabase,?,"""&Rebuild Database""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsRun,?,"""&Run""",,,,strong,vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsPlayNeverwinterNights,?,"""&Neverwinter Nights""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsToolset,?,"""Neverwinter Nights &Toolset""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsWeb,?,"""&Web""",,,,strong,vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsOptions,?,"""&Options""",,,,strong,vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsBasicSettings,?,"""&Basic Settings""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsSettings,?,"""Advanced &Settings""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsFontAndColour,?,"""Text Size and The&me Colours""",,,,strong,vaultkeeper/ui/dialogs/settings_dialog.py | vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsOriginalPortraits,?,"""Show BioWare's Portrait Ima&ges""",,,,strong,vaultkeeper/ui/menu_bar.py,Deferred,Needs an unported subsystem/editor; tracked in handoff.
NIT,MsNumberRecentMods,?,"""&Number Recent Mods""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsPropertiesHeight,?,"""Automatic &Properties Panel Height""",,,,strong,vaultkeeper/ui/menu_bar.py,Divergence,Intentional cross-platform / config-isolation omission; left visible-but-disabled by design.
NIT,MsResetWindow,?,"""Reset &Window Layout""",,,,strong,vaultkeeper/ui/menu_bar.py,Divergence,Intentional cross-platform / config-isolation omission; left visible-but-disabled by design.
NIT,MsResetWebMenu,?,"""Reset Web Menu Icons""",,,,strong,vaultkeeper/ui/menu_bar.py,Deferred,Needs an unported subsystem/editor; tracked in handoff.
NIT,MsResetTaskbarIcon,?,"""Reset Taskbar Icon""",,,,strong,vaultkeeper/ui/menu_bar.py,Divergence,Intentional cross-platform / config-isolation omission; left visible-but-disabled by design.
NIT,MsClearWaitCursors,?,"""Cl&ear Wait Cursors""",,,,strong,vaultkeeper/ui/menu_bar.py,Divergence,Intentional cross-platform / config-isolation omission; left visible-but-disabled by design.
NIT,MsEnableClosing,?,"""Enable Cl&osing""",,,,strong,vaultkeeper/ui/menu_bar.py,Divergence,Intentional cross-platform / config-isolation omission; left visible-but-disabled by design.
NIT,MsClearScrollInfo,?,"""Clear Text Position &Information""",,,,strong,vaultkeeper/ui/menu_bar.py,Divergence,Intentional cross-platform / config-isolation omission; left visible-but-disabled by design.
NIT,MsClearSelectionHistory,?,"""Clear Selection &History""",,,,strong,vaultkeeper/ui/menu_bar.py,Divergence,Intentional cross-platform / config-isolation omission; left visible-but-disabled by design.
NIT,MsClearHakPortraits,?,"""Clear Extracted Ha&k Portraits""",,,,strong,vaultkeeper/ui/controller.py | vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsShowRibbon,?,"""Show &Ribbon Interface""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsShowToolbar,?,"""Show &Toolbar""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsShowText,?,"""Show Te&xt on Toolbar""",,,,strong,vaultkeeper/ui/menu_bar.py,Deferred,Needs an unported subsystem/editor; tracked in handoff.
NIT,MsCustomise,?,"""C&ustomise Toolbar""",,,,strong,vaultkeeper/ui/menu_bar.py,Divergence,Intentional cross-platform / config-isolation omission; left visible-but-disabled by design.
NIT,MsDebugOptionsMenu,?,"""&Debug Options Menu""",,,,strong,vaultkeeper/ui/menu_bar.py,Divergence,Intentional cross-platform / config-isolation omission; left visible-but-disabled by design.
NIT,DbEnableDevelopmentFolder,?,"""Enable &Development Folder""",,,,none,,GAP?,
NIT,DbRedoDateCompleted,?,"""R&edo Mod Completed Dates""",,,,none,,GAP?,
NIT,MsSaveNwnInfo,?,"""&Recreate original NWN file information""",,,,none,,GAP?,
NIT,DbOriginalFilesReport,?,"""&Original Files Report""",,,,none,,GAP?,
NIT,DbInstalledFilesReport,?,"""I&nstalled Files Report""",,,,none,,GAP?,
NIT,DbModDataReport,?,"""&Mod Data Report""",,,,none,,GAP?,
NIT,DbModFileReport,?,"""Mod &File Report""",,,,none,,GAP?,
NIT,DbGameMapDataReport,?,"""&Game Map Data Report""",,,,none,,GAP?,
NIT,DbGameMapUserReport,?,"""Game Map &User Responses Report""",,,,strong,vaultkeeper/ui/main_window.py,AUTO-PORTED,
NIT,DbBlankFilesReport,?,"""&Blank Text Files Report""",,,,none,,GAP?,
NIT,DbSyncReport,?,"""&Synchronisation Report""",,,,none,,GAP?,
NIT,DbScrollReport,?,"""&Text Scroll Position Report""",,,,none,,GAP?,
NIT,DbSelectionHistory,?,"""Selection &History Report""",,,,none,,GAP?,
NIT,DbExtractedPortraits,?,"""Ha&k Extracted Portraits Report""",,,,none,,GAP?,
NIT,DbStartScreenInfo,?,"""Start Screen Information Report""",,,,none,,GAP?,
NIT,DbSetPlayTimeValue,?,"""Set &Play Time Value""",,,,none,,GAP?,
NIT,DbNIT,?,"""NIT""",,,,none,,GAP?,
NIT,DbColourSettings,?,"""Copy Colour Settings""",,,,none,,GAP?,
NIT,DbChangedColours,?,"""Copy Changed Colours (for Help)""",,,,none,,GAP?,
NIT,DbActionList,?,"""Action List""",,,,none,,GAP?,
NIT,DbEnableVaultDownloadCounter,?,"""Enable Vault Download Counter""",,,,none,,GAP?,
NIT,DbHelpLayout,?,"""Layout for Help""",,,,none,,GAP?,
NIT,DbSetSize,?,"""Set Size""",,,,none,,GAP?,
NIT,DbDisableAltKey,?,"""Disable Alt-Key""",,,,none,,GAP?,
NIT,DbShowNitAvailable,?,"""Show NIT is available""",,,,none,,GAP?,
NIT,DbAppDefsReport,?,"""Application Definitions File Report""",,,,none,,GAP?,
NIT,DbOriginalFiles,?,"""Create Original Files Dictionary""",,,,none,,GAP?,
NIT,DbEeOriginalFiles,?,"""Create EE Original Files Dictionary""",,,,none,,GAP?,
NIT,MsValidateOnActivateStatus,?,"""Validate on Activate Status""",,,,none,,GAP?,
NIT,DbMethod,?,"""Debug Method""",,,,none,,GAP?,
NIT,MsHelp,?,"""&Help""",,,,strong,vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsViewHelp,?,"""View &Help""",,,,strong,vaultkeeper/ui/help_model.py | vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsGetStarted,?,"""Get &Started""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsFAQ,?,"""&Frequently Asked Questions (FAQ)""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsWhatsNew,?,"""&What's New?""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsHistory,?,"""&Version History""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsClassesSkillsAndFeats,?,"""Classes, S&kills and Feats Information""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsUpdateNow,?,"""&Update Now""",,,,strong,vaultkeeper/ui/menu_bar.py,Divergence,Intentional cross-platform / config-isolation omission; left visible-but-disabled by design.
NIT,MsSendFeedback,?,"""Send Feed&back""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsSendDiagInfo,?,"""Send &Diagnostic Information""",,,,strong,vaultkeeper/ui/menu_bar.py,Divergence,Intentional cross-platform / config-isolation omission; left visible-but-disabled by design.
NIT,MsAbout,?,"""&About""",,,,strong,vaultkeeper/ui/main_window.py | vaultkeeper/ui/menu_bar.py,AUTO-PORTED,
NIT,MsHelpContents,?,,System.Windows.Forms.ToolStripItemAlignment.Right,,,none,,GAP?,
